"","Germplasm","Rep","Plot","Row","Range","yld1","yld2","yld3","yld4","yld5","GNDVI_62","NDVI_62","GNDVI_76","NDVI_76","GNDVI_90","NDVI_90","GNDVI_96","NDVI_96","GNDVI_104","NDVI_104","GNDVI_114","NDVI_114","GNDVI_130","NDVI_130","GNDVI_138","NDVI_138","GNDVI_144","NDVI_144","GNDVI_150","NDVI_150","GNDVI_160","NDVI_160","GNDVI_166","NDVI_166","GNDVI_174","NDVI_174","GNDVI_180","NDVI_180","GNDVI_256","NDVI_256","GNDVI_264","NDVI_264","GNDVI_270","NDVI_270","GNDVI_278","GNDVI_284","NDVI_284","GNDVI_292","NDVI_292","sca_yld1","sca_yld2","sca_yld3","sca_yld4","sca_yld5","sca_yld1_pred_slr","sca_yld2_pred_slr","sca_yld3_pred_slr","sca_yld5_pred_slr"
"66","NUMEX_BILL_MELTON_FG2011","1","365","9","2",10.45,5.5,7.65,0.55,7,-0.10085168638766,0.501269749,-0.0597949642488432,0.471331661,0.0196923169478574,0.465860622,0.27655210595874,0.551064035,0.167193615428553,0.442282121,0.362315640083638,0.596736432,0.232490521396986,0.500672172,0.168132398024397,0.404575584,0.349143596500438,0.55502085,0.275511290524631,0.463643642,0.0369388446765267,0.182516363,0.0370820467842762,0.447563926,0.121888743055946,0.388976934,0.296279949675215,0.559631737,-0.0124955689879402,0.51203904,0.137004489466397,0.401121347,0.27463751198238,0.543077843,0.144975191110712,0.19585062251224,0.408879932,0.301982196325359,0.526486837,0.262970092261205,0.17835105091992,0.24869690445165,0.0589954826082936,0.480130622147426,0.0320218631049228,-0.0651740987299774,-0.0488856000145562,-0.0153948612513079
"67","NM1702PAR","2","366","9","3",9.6,5.25,8.3,0.8,7.4,-0.0842816121457591,0.492598833,-0.0472113959297231,0.468434789,0.013240399258128,0.462144148,0.265111086585846,0.534910591,0.139597980711469,0.447485148,0.329131839658567,0.597154331,0.250298068119875,0.50753351,0.148354012195292,0.42013119,0.349608813404798,0.56409986,0.260061832531757,0.451793949,0.0148910782572019,0.174701484,0.0589545817772452,0.443393168,0.126558830986553,0.389305149,0.290904216810951,0.561087755,0.0167535582077772,0.467634205,0.154688113036383,0.432721936,0.307485060485202,0.574579618,0.163229881826415,0.202944136724071,0.431960151,0.298615547968287,0.548536318,0.241580180450485,0.170244184969014,0.269828013980222,0.0858116110666089,0.507566657698708,0.0333867886633279,-0.0247170270240306,-0.0382618332259636,-0.0337095435895733
"68","AFX_779","2","367","9","4",8.9,4.85,7.2,0.6,7.35,-0.106528394999817,0.494885687,-0.0639164873241208,0.464471781,0.00423108153565748,0.473946015,0.249253644122931,0.524527622,0.139155071000013,0.446796451,0.347750851343336,0.586906792,0.231018532510149,0.493836168,0.149989880820392,0.419078531,0.338810354603973,0.542544101,0.223620801880945,0.433148734,0.0200869375563637,0.163356495,0.0482433550407588,0.455319452,0.111650906405364,0.379243645,0.296132373895395,0.525309466,0.0117605968265619,0.500858393,0.151449239569975,0.429939155,0.284560411581521,0.546237981,0.18591974111206,0.22994855299907,0.436204503,0.328064578977865,0.556496617,0.223964958959304,0.157273199447565,0.234067674778024,0.0643587082999567,0.504137153254798,-0.0274691019422155,-0.0758046040278911,-0.0676965397764351,-0.048698958464257
"69","NM1712PAR","3","368","9","5",8.6,4.4,6.2,0.3,5.7,-0.139301861673964,0.489786222,-0.084916204565187,0.458633469,-0.0119624176464471,0.477660012,0.236473875008467,0.526417731,0.119571116199066,0.445281884,0.353896774745223,0.592380305,0.199504715332157,0.488431563,0.112643239690822,0.418437423,0.308662316971932,0.527048597,0.196992714276316,0.432093007,0.00814798487090153,0.162122963,0.0257172948826336,0.44829618,0.0714217750642129,0.402957392,0.269019981654241,0.520729444,-0.0654015019889825,0.536357717,0.0641863080461233,0.435881783,0.175928077280269,0.474468761,0.114136083828368,0.177558500912334,0.40193366,0.295986694299507,0.5225041,0.216415578320226,0.142680840735936,0.201558275503298,0.0321793541499783,0.390963506605761,-0.0929239397546957,-0.0761064204848521,-0.072014578968317,-0.0565903220552346
"70","NUMEX_BILL_MELTON_FG2012","3","369","9","6",9.35,5.05,7,0.75,6.55,-0.117072496395728,0.483064206,-0.0576374495709239,0.469498186,-0.00456762726138292,0.472637587,0.259070354741444,0.528757561,0.123987787145789,0.440752711,0.34619507258038,0.59923764,0.198955565311331,0.48211481,0.130744019538778,0.415494978,0.328936781577207,0.536976564,0.223046214267293,0.435806164,-4.72343372585463e-05,0.160065444,0.0217276039012976,0.442137919,0.0845646124261979,0.40213571,0.275076319716693,0.543149257,-0.029979890801803,0.497721208,0.115960929414579,0.411850156,0.265807182670282,0.519889214,0.131884313003739,0.179379835041267,0.40982192,0.300917039453863,0.540188922,0.23528902991792,0.16375869220829,0.227565794923078,0.0804483853749459,0.449265082152235,0.00796932419888126,0.00917638950166691,-0.00669361875593375,-0.0131160436148904
"71","SW_8888","4","370","9","7",7.9,4.65,6.85,0.35,6.2,-0.1135176844421,0.471952857,-0.0658183642168097,0.470318081,-0.0182436789140336,0.477838917,0.222862462967697,0.509154199,0.121334765278766,0.422795956,0.332933256080643,0.562450343,0.212953854487757,0.481724867,0.156759737158717,0.415686818,0.329439603084986,0.529762095,0.223412785365879,0.432074078,0.00731928147763149,0.171605409,0.055116754646082,0.437451762,0.0871429652488108,0.397748579,0.286456453897834,0.525422538,-0.0234021003316737,0.486493378,0.11416456601468,0.422785916,0.25632176206585,0.511987546,0.160181824407183,0.184837251253271,0.394694517,0.286801311095542,0.5095463,0.198800356829045,0.150787706686841,0.22268938503187,0.0375425798416414,0.425258551044863,0.00245280905280168,0.0503300261174835,0.0260635942510381,0.031916286073575
"72","SW_8421S","4","371","9","8",8.25,4.8,7,0.45,6.6,-0.10435033103399,0.480333317,-0.0482430435776285,0.469323003,0.00221373499918642,0.487775292,0.228409986713266,0.511142532,0.137430619290951,0.44218728,0.328776191420933,0.559726966,0.236994532952362,0.501526556,0.181619686875529,0.43109535,0.338787370103138,0.541044169,0.238281972900462,0.450074848,-0.0292859401535577,0.217104798,0.0863473044512481,0.444526209,0.0852914164884195,0.421353052,0.310210473901947,0.534537831,0.0185439823853752,0.482743651,0.142437822422134,0.432918043,0.312999483711898,0.548720489,0.154686328021956,0.174212569952546,0.420017998,0.306954793523778,0.511612263,0.207607967574635,0.155651826257384,0.227565794923078,0.0482690312249675,0.452694586596145,0.0563308506534398,0.0924399299785447,0.0648444073594688,0.030558749576814
"73","SW_9813","4","372","10","8",9.5,5.55,7.45,0.75,7.05,-0.0864454053264272,0.48457771,-0.0435290072996071,0.479760382,0.00551872017234805,0.495032344,0.241030605710038,0.515209148,0.159873991402852,0.450908569,0.3432675814954,0.578419854,0.239932692082422,0.502362061,0.208422681791303,0.434951048,0.338947318868186,0.543596072,0.22891785802243,0.441247068,-0.0410996849317842,0.18352685,0.0789944484304826,0.438986076,0.0806510472613104,0.422049259,0.299630982949037,0.520963227,-0.0121447436093106,0.490215605,0.13319311811047,0.417771038,0.282759973601865,0.529860382,0.1522485239305,0.213852073293112,0.432372334,0.319383601156091,0.524211243,0.239063720237459,0.179972424110101,0.242195024596705,0.0804483853749459,0.483560126591336,0.0123872556175773,0.104135772418195,0.0747774630056327,0.026974847176158
"74","NM1703PAR","4","373","10","7",10.45,6,8.5,0.7,7.35,-0.0620402885875883,0.468809395,-0.0171781625053706,0.470914864,0.0170185742155824,0.473945485,0.266200222390028,0.528904931,0.160593408688166,0.445715463,0.351124470152974,0.605413815,0.267216274398397,0.516686652,0.194798020987871,0.452706766,0.378643241614992,0.566505919,0.289035323336934,0.491894916,0.0174736296418646,0.242317464,0.113595104669425,0.434561532,0.113909422970795,0.442118309,0.287882642172073,0.542103074,-0.00080125384079737,0.498498618,0.147550184544936,0.423999771,0.293130623028815,0.548950013,0.151169739920126,0.211658161478745,0.443912781,0.303879849469319,0.547661604,0.262970092261205,0.19456478282173,0.276329893835167,0.0750851596832828,0.504137153254798,0.00506144342119923,0.0659925213654214,0.0326366139751029,0.0219850997073733
"75","MESQUITE","3","374","10","6",10.75,6.05,8.7,1,7.45,-0.0724760196996062,0.481173295,-0.0245324351421773,0.468798181,0.00981541937927296,0.470150087,0.284862852313623,0.53097392,0.168827317137099,0.444457252,0.35983337066063,0.61562029,0.294659908974039,0.522221472,0.191628955958518,0.444255795,0.381649345108357,0.564178321,0.265812051827949,0.452935553,0.0174321910402022,0.257980704,0.0911042378711681,0.431156387,0.121033996109845,0.416392939,0.291019021949771,0.53741253,0.000914468229905434,0.505814707,0.16050350172343,0.420275807,0.299090133077991,0.537917605,0.15698411538428,0.215581633018672,0.427173826,0.301849987868162,0.528304162,0.270519472900283,0.196186156011911,0.282831773690112,0.107264513833261,0.510996162142618,0.00111675601008608,0.0192476200415601,0.0122285780158446,0.00550599009278179
"76","TMA_990","3","375","10","5",11.35,5.45,8,0.75,6.95,-0.0700474629958962,0.497998616,-0.0281791234652611,0.458844504,0.0606730500028511,0.456402389,0.326925438945445,0.58351023,0.201380650854162,0.462519416,0.370015244502451,0.620135666,0.302539597443003,0.531836427,0.167934693446189,0.448017659,0.355751702981561,0.55498046,0.232095977783376,0.43456951,0.012308809690832,0.243276303,0.0804222298738653,0.436400439,0.100468688351296,0.406213059,0.27446899324855,0.516929884,-0.0019615991866011,0.49673469,0.160987424613759,0.456013804,0.290552592181055,0.538102894,0.14812386617068,0.192201926894763,0.400197726,0.258682556977896,0.496249886,0.285618234178438,0.176729677729738,0.260075194197804,0.0804483853749459,0.476701117703516,-0.115869203008351,-0.05029161624896,-0.0457116302040187,-0.0410498767115906
"77","TMA_990","2","376","10","4",11.6,6.15,8.65,1.3,7.7,-0.05399920496265,0.49229624,-0.0227828085020493,0.450267121,0.0670609134294144,0.443246084,0.322026485266053,0.575737057,0.194668249769313,0.458598194,0.351185152108673,0.617550817,0.314166257577673,0.532965721,0.183238319365223,0.433041336,0.3738892562149,0.567935918,0.269865042133835,0.4507235,0.0229110156347525,0.243676972,0.0805037936832842,0.441696547,0.135428802479094,0.385602582,0.290521754576951,0.522837261,0.0396274540271402,0.492142654,0.197050294358477,0.444020943,0.346512458859061,0.570649443,0.15817412435795,0.201412715207784,0.397225243,0.259929696979269,0.487967402,0.291909384711003,0.199428902392274,0.281206303726376,0.13944386798324,0.528143684362169,-0.091864068486383,-0.0600457569237991,-0.0488883826665744,-0.039787294141379
"78","NM1704PAR","2","377","10","3",10.9,6.35,8.65,0.95,8.6,-0.0638928822974682,0.494036575,-0.0245507231660146,0.471637207,0.0306109840548185,0.454545213,0.285463946829977,0.551165103,0.179181395305808,0.453951639,0.323520234976435,0.617010084,0.2794169916562,0.521958314,0.177499126411001,0.427521811,0.370758654700718,0.583025176,0.299045832939808,0.471139908,0.0293232972324888,0.253351453,0.0840459417339852,0.444013772,0.136177599571675,0.397395341,0.291695637213836,0.558696325,0.0391131407485174,0.476454113,0.189044039866235,0.440253491,0.349153976692321,0.585523958,0.164303714505077,0.230835843487361,0.456520104,0.301845795520716,0.561068202,0.274294163219821,0.205914395152998,0.281206303726376,0.101901288141598,0.589874764352552,-0.0597964492615459,-0.00505994461548133,-0.0153510540566517,0.00990460652347692
"79","NUMEX_BILL_MELTON_FG2012","1","378","10","2",11.3,6.35,8.3,0.75,8,-0.0834062831685224,0.501358834,-0.0363340850914527,0.46799659,0.0255427833232651,0.463214391,0.289660861172296,0.561111581,0.193671860244829,0.455055646,0.334677312077596,0.611611002,0.248193724217308,0.506070944,0.188593276909472,0.417883833,0.362498648226467,0.568239091,0.293989828654132,0.461242515,0.0481134184423777,0.233937572,0.0564552299605359,0.453302672,0.133690381661745,0.39061747,0.284291296051793,0.549031805,0.00686155685132667,0.488704547,0.17313669589498,0.414925231,0.318092043620845,0.567268019,0.142220990552906,0.215037408587517,0.428467496,0.298589035508248,0.535885914,0.284360004071925,0.205914395152998,0.269828013980222,0.0804483853749459,0.54872071102563,-0.073943335249144,-0.0408451486400071,-0.0284927474871933,0.00951426893945963
"80","AMERISTAND_803T","1","379","10","1",10.6,5.75,8.5,0.75,7.85,-0.0859391518813514,0.501498253,-0.055901463909576,0.458576859,0.0437765848543411,0.461093548,0.289949965824078,0.553658609,0.20429980261849,0.461128843,0.364515039104051,0.593641539,0.294588284344808,0.521109441,0.222504279347099,0.420829891,0.343631442675634,0.554440853,0.28868608580758,0.460751644,0.00830000706912707,0.210139239,0.0807340878244285,0.459803922,0.152768951832077,0.389546854,0.335709228683932,0.536354587,0.037625489907433,0.450566974,0.200367019205584,0.45694419,0.316244298208134,0.555362759,0.186155863719546,0.229829563049554,0.418232886,0.331810518264482,0.530360155,0.266744782580744,0.186457916870825,0.276329893835167,0.0804483853749459,0.538432197693899,-0.0493851579470056,-0.0575826285158134,-0.0198384429258166,-0.000137938303217023
"81","NUMEX_BILL_MELTON_CA_2019","1","380","11","1",11.15,6.2,7.95,0.8,8.3,-0.0655056694503394,0.511390268,-0.0279772963249608,0.463156639,0.042231318758043,0.447861506,0.269160732365107,0.542734732,0.218325191195917,0.455726115,0.356407185949364,0.594595865,0.256857796448876,0.504387511,0.225375797318584,0.427836099,0.353654352737192,0.562524595,0.311567626558376,0.468608642,0.0175603556441775,0.216197734,0.0678118342619215,0.459480124,0.138992422238992,0.380745759,0.33594509382042,0.552283641,0.0811783148675287,0.425303035,0.21438304953256,0.470158312,0.342442126477262,0.583495384,0.168529739550717,0.215030636207818,0.408625761,0.31357981287418,0.514610523,0.280585313752386,0.201050275582455,0.258449724234068,0.0858116110666089,0.569297737689091,-0.00867987712179574,-0.0145779402073964,-0.00394778828022875,0.022837690363884
"82","NUMEX_BILL_MELTON_CA_2019","1","381","11","2",9.6,6.1,8.35,0.8,7.4,-0.0743674095581299,0.51860216,-0.0332076732619399,0.473554356,-0.0114676312924179,0.435244215,0.238372591903839,0.513923307,0.173726094932015,0.438813303,0.3396147393162,0.58339305,0.243878176067654,0.500387878,0.195894082351869,0.415516717,0.34094062939939,0.554478878,0.304308892317767,0.457760999,0.0579019824631539,0.290310427,0.0840173070898322,0.457422927,0.130915293424145,0.383952286,0.289554632878538,0.53647804,0.0504628569324583,0.471771863,0.194094726125982,0.432758294,0.338247389011951,0.576402243,0.141246449402439,0.208469046907729,0.408975246,0.279572294402481,0.512101971,0.241580180450485,0.197807529202093,0.271453483943958,0.0858116110666089,0.507566657698708,-0.00640067187408287,-0.00540095040291077,-0.0296508864657488,-0.0144871631623464
"83","NUMEX_BILL_MELTON_CA_2019","2","382","11","3",11.45,6.8,8.45,0.8,7.6,-0.0610348200768864,0.50446116,-0.0222140816162118,0.463165435,-0.00244276554370992,0.452548772,0.24059462449205,0.528606226,0.174488746555091,0.457536935,0.330845425197029,0.587224329,0.248443917447249,0.513474598,0.177059387390849,0.437271866,0.344851860387738,0.572588396,0.284008326166261,0.470216804,0.0325177232423236,0.249454302,0.0676819152062639,0.458684102,0.114960907152337,0.383238886,0.283497325358352,0.531647122,0.0366200046783093,0.4771508,0.185015898330599,0.44184596,0.32156119487414,0.564539281,0.149190528554976,0.213536834821316,0.417445361,0.282146118173036,0.519563575,0.288134694391464,0.220506753864628,0.27470442387143,0.0858116110666089,0.521284675474349,-0.0510022099182425,-0.0335860629710314,-0.0450269822148169,-0.0337444666138484
"84","NUMEX_BILL_MELTON_CA_2019","2","383","11","4",10.65,5.15,7,0.5,6.75,-0.0972282143954529,0.485313201,-0.0479755284028892,0.466700835,0.00133640731698862,0.473079098,0.247282348057005,0.545037513,0.165334420803082,0.463302073,0.353414106958216,0.598081121,0.211694229346102,0.488463855,0.152645279796003,0.437863209,0.326175607231756,0.556948591,0.222857820713191,0.437723972,0.017547394341274,0.231807714,0.018469351658284,0.451370816,0.0960760763369409,0.367821723,0.275614605103468,0.523801508,-0.0123200890228964,0.483593414,0.146712124002475,0.438608071,0.267615649578597,0.522539147,0.135889723847368,0.220000832688908,0.411801547,0.295194815105331,0.522994487,0.268003012687257,0.167001438588652,0.227565794923078,0.0536322569166306,0.462983099927875,-0.119546935101293,-0.113928065345774,-0.104940193206991,-0.0787898397131313
"85","NUMEX_BILL_MELTON_CA_2019","3","384","11","5",10.25,5.05,7.25,0.5,6.6,-0.106739999500756,0.482426927,-0.0455279800710189,0.461312547,-0.00471742063043828,0.48161361,0.248329652606114,0.550094223,0.161410677626329,0.466699775,0.345864541906364,0.602213759,0.211264646030881,0.490793753,0.137625441358714,0.445195492,0.319044768360808,0.556985549,0.206279916844127,0.445937655,0.0108682615710452,0.224282379,0.0161327740681768,0.449356105,0.0772624669706751,0.409485957,0.270762220905254,0.518604651,-0.0429953797163862,0.505427135,0.105324227001057,0.426790455,0.221602337653023,0.512315396,0.117138805153753,0.201877192573223,0.391969445,0.267036123789561,0.502320781,0.257937171835153,0.16375869220829,0.23569314474176,0.0536322569166306,0.452694586596145,-0.0562564460807986,-0.0122026650166717,-0.0412350203483252,-0.0578698744847292
"86","NUMEX_BILL_MELTON_CA_2019","3","385","11","6",11.25,5.6,8.35,0.8,6.8,-0.0906014445383197,0.48067332,-0.0335853254150342,0.470338666,0.00287678516809565,0.47033377,0.255069773250073,0.538836291,0.142193287045925,0.455001488,0.339145257231481,0.613325139,0.262875538340911,0.507060344,0.174747590857055,0.457278488,0.349183705264202,0.57061519,0.240837446212319,0.458014608,0.0137165492883979,0.248406704,0.0372159071551565,0.441102258,0.0989985171050291,0.412654968,0.28166230637116,0.537457134,-0.0110016036015925,0.501256583,0.131055314366665,0.438852903,0.263450964382073,0.529680686,0.124167832405294,0.201936813446478,0.410989349,0.270903577607774,0.5063267,0.283101773965412,0.181593797300282,0.271453483943958,0.0858116110666089,0.466412604371785,-0.00401166153451906,-0.00642068229659412,-0.0103077009361034,-0.0313462717195839
"87","NUMEX_BILL_MELTON_CA_2019","4","386","11","7",11.2,5.7,8,0.75,7.05,-0.0674498877876378,0.469711985,-0.0352377107559087,0.473785784,0.0177452223513779,0.482527245,0.26000449925373,0.539201088,0.158799431758606,0.45345372,0.348345768236605,0.612258207,0.232890718261923,0.501348848,0.189677557681443,0.46261841,0.357050086614547,0.565939389,0.250911750780096,0.47440415,0.0108497070944568,0.241246078,0.0449094449944589,0.440646434,0.0881545927114337,0.418694386,0.277869056343495,0.528804271,0.0142655084433799,0.498170324,0.147626091022693,0.440882925,0.296629560302777,0.540710515,0.130420503702692,0.203591895724157,0.407768948,0.276858768161224,0.497173238,0.281843543858899,0.184836543680644,0.260075194197804,0.0804483853749459,0.483560126591336,-0.00414247013819085,0.0638925733594072,0.0196618004835582,-0.00803434009409872
"88","NUMEX_BILL_MELTON_CA_2019","4","387","11","8",10.45,5.2,7.1,0.45,6.6,-0.0774975218111457,0.485885624,-0.0537801123166663,0.469186266,0.0209966060275315,0.479737146,0.261970098441449,0.534694761,0.158462443638739,0.458817715,0.36264659556293,0.607602183,0.221581487072757,0.492888146,0.204221459253237,0.431516021,0.354475472857932,0.553542443,0.228475737635224,0.45858885,-0.0485433669665267,0.195478997,0.0364183409738522,0.44794604,0.0755685991481001,0.445409754,0.305212523004073,0.547414613,0.0036408207921034,0.441597604,0.1338673637423,0.408187419,0.292858620222959,0.531127319,0.12119378930409,0.19515634423948,0.406518034,0.307733697331253,0.491387061,0.262970092261205,0.168622811778833,0.230816734850551,0.0482690312249675,0.452694586596145,-0.0238346021885671,0.0616583054862492,0.0360269130241269,-0.00987811259634359
"89","NUMEX_BILL_MELTON_FG2012","4","388","12","8",8.85,4.25,6.15,0.3,6.9,-0.0929613544675096,0.495183139,-0.0880099918748603,0.468869673,0.0113433641879898,0.490063537,0.243987834709304,0.538772415,0.13486721462711,0.454266971,0.356629836334658,0.59024615,0.162112810671945,0.478687894,0.180791278774563,0.379080801,0.313119239442712,0.525908801,0.191820094661735,0.433400454,-0.0526127231690393,0.197600137,0.0013176643125458,0.446963499,0.0471404143647954,0.381316632,0.30871921719926,0.531971832,-0.0200707893464981,0.375279839,0.110010855864422,0.386847486,0.272608215292142,0.523205351,0.110428312927526,0.205764776940984,0.426229466,0.328534542657637,0.517476599,0.222706728852791,0.137816721165392,0.199932805539562,0.0321793541499783,0.473271613259606,-0.057463967837059,0.0733142025439322,0.0528735244832644,0.00292275707616986
"90","NM170506PAR","4","389","12","7",10.95,5.7,9.1,0.7,7.5,-0.0528400725347353,0.481086463,-0.0336265990299989,0.477146849,0.0291747045094583,0.471082125,0.258082070638017,0.548355447,0.147270925873287,0.44708875,0.369972276337714,0.612858385,0.284522066040873,0.52942171,0.209090782538981,0.478602637,0.383416805858533,0.585455129,0.281027890194893,0.48662645,0.0062003152640238,0.197824365,0.0912041600772831,0.445437313,0.103182733565238,0.429474545,0.322249886654218,0.566930516,0.000883395085771012,0.516670546,0.136737964902112,0.480605124,0.301382585737363,0.554832323,0.147309150039693,0.226065268762621,0.436720842,0.321615412947035,0.542430294,0.275552393326334,0.184836543680644,0.295835533400002,0.0750851596832828,0.514425666586528,-0.00609083649793549,0.0529136623834229,0.0153779873800178,-0.0366522479525816
"91","NM170506PAR","3","390","12","6",10.9,6.15,9.4,0.95,7.4,-0.0837270062131114,0.474372566,-0.0126875624505231,0.466852734,0.021874474188684,0.460873943,0.249076204227697,0.540153539,0.14244274182922,0.448752822,0.354539180146607,0.595665635,0.300872813963921,0.535152627,0.206491366649085,0.471453959,0.383954600623855,0.593966817,0.310643977326634,0.508670118,0.0198049320749837,0.240370603,0.12769609780985,0.45699001,0.128783978154366,0.415301291,0.335403435707641,0.578982884,0.0259727156599134,0.490280462,0.156948657330926,0.481552605,0.319274667841357,0.569956031,0.151698638307566,0.226982874468621,0.443938088,0.311869439336171,0.548901405,0.274294163219821,0.199428902392274,0.30558835318242,0.101901288141598,0.507566657698708,0.065086866752659,0.0774676352257915,0.0439074971380713,0.00110620828690364
"92","NM1702PAR","3","391","12","5",10.25,5.35,7.85,0.5,6.25,-0.0947847799399408,0.476099402,-0.02255240697157,0.457932617,-0.00777206621748189,0.469664691,0.218238151217648,0.533754533,0.148009383624385,0.453801692,0.339540410035315,0.588432311,0.261852417798428,0.517747453,0.163570573454151,0.45578499,0.340170264702186,0.56700668,0.239443515552641,0.454621697,0.00926308482622112,0.205373436,0.0695257665430115,0.452926797,0.0813335865341135,0.417332552,0.297190660520618,0.536545142,-0.0335042587188975,0.512507856,0.107960458020719,0.454146639,0.227316976465452,0.524249765,0.118868695885143,0.204924424423701,0.419824169,0.285370132430911,0.521931594,0.257937171835153,0.173486931349376,0.255198784306595,0.0536322569166306,0.428688055488773,-0.0598830791484051,-0.0117654132380217,-0.022125122101205,-0.0615471352927372
"93","AMERISTAND_803T","2","392","12","4",10.45,5.55,8.1,0.75,6.5,-0.0941406999880713,0.47964299,-0.039699429664722,0.454499561,0.00474041600471362,0.465833017,0.217743230916464,0.531376698,0.168269067088324,0.444643474,0.349502742848426,0.585289727,0.279535205329923,0.524489631,0.187475837273684,0.437126466,0.345420504385387,0.568983696,0.258954087379016,0.452286101,0.0154108749850065,0.211738766,0.0691605469132244,0.445878056,0.110773278768155,0.388068646,0.309415707119246,0.531843004,-0.0330936286934557,0.500043079,0.130620521136235,0.443287396,0.253603880861059,0.522374319,0.131049785725497,0.216326282506745,0.402747253,0.280261304279863,0.505847793,0.262970092261205,0.179972424110101,0.263326134125277,0.0804483853749459,0.445835577708324,-0.0791972857577189,-0.0903142629595111,-0.0761990374242668,-0.0559722226101445
"94","NM1701PAR","2","393","12","3",10.95,6.65,8.75,0.9,7.6,-0.071441881044324,0.48268141,-0.018762585450735,0.461534527,-0.000761347943913953,0.465495558,0.214057650027307,0.523664667,0.155090120594794,0.455548031,0.333034409817857,0.582289321,0.261352742820146,0.525714629,0.191842394980002,0.430675762,0.364153937569481,0.594538026,0.319473535688948,0.486499829,0.0242227583452338,0.225495565,0.107264046243643,0.440444692,0.113157856886895,0.397381497,0.30961050168233,0.565239376,0.00728271701196385,0.4607246,0.149712509865716,0.44875114,0.309000799172622,0.570257324,0.141332499660009,0.221921119730249,0.450010432,0.294222177447524,0.55473687,0.275552393326334,0.215642634294085,0.284457243653848,0.096538062449935,0.521284675474349,-0.103994418504126,-0.0890987433502406,-0.0916688053978133,-0.0634531474206007
"95","NM1705PAR","1","394","12","2",10.05,6.1,8.9,1,7.25,-0.0523551893803901,0.490490343,-0.0121826346765032,0.460125704,-0.000649220328934856,0.479950204,0.228957597497355,0.532748168,0.181231663117888,0.445889916,0.320871172522007,0.591697839,0.299430175002177,0.530208163,0.222296561454815,0.434547411,0.367808032090168,0.580626217,0.338794504142787,0.483510695,0.0613913190500502,0.261869993,0.141872900415802,0.459460394,0.145693650438221,0.390358128,0.311961044059063,0.540141941,0.01519419460622,0.482548906,0.161556851784136,0.438736553,0.310920035743651,0.561647644,0.147804137102652,0.232220787646934,0.443233191,0.317868984740507,0.551504455,0.252904251409101,0.197807529202093,0.289333653545057,0.107264513833261,0.497278144366977,-0.0533537005020881,-0.0800502792187177,-0.0582449116358716,-0.0576836074566328
"96","NM1713PAR","1","395","12","1",9.55,5.25,7.2,0.7,6.55,-0.0857718151456927,0.497862695,-0.0355390632816996,0.466659338,0.0276780927480098,0.480506737,0.213721974743333,0.513362874,0.185700724699186,0.462484239,0.3492660795033,0.585816055,0.245648930309491,0.504612593,0.220714794666416,0.399521219,0.342974227016485,0.550721563,0.290738842593214,0.468258241,0.0218520437269936,0.20224383,0.0867974308772783,0.450696584,0.125190398249679,0.372924372,0.336647649346783,0.539815155,-0.0084547362072267,0.491534534,0.139431626510963,0.395720226,0.262716338872235,0.52995327,0.159022372695918,0.232017325884049,0.425099784,0.341834080133949,0.54110693,0.240321950343972,0.170244184969014,0.234067674778024,0.0750851596832828,0.449265082152235,0.0336354846331162,0.0681411830733537,0.0556777220950714,0.0431460386150565
"97","NM1712PAR","1","396","13","1",10.05,5.4,8.05,0.65,6.2,-0.0752629070466234,0.493599285,-0.0342173868083379,0.463207215,0.0416653486899651,0.476909356,0.213379200939851,0.508844361,0.197435538194622,0.457100974,0.346988379877883,0.594295675,0.255743184555036,0.498745353,0.216989742294214,0.404780055,0.355360539851265,0.549708087,0.276752928877109,0.446170537,0.015786280931036,0.205677675,0.0912712450875493,0.453603407,0.120494413960818,0.377588821,0.344086011345632,0.556333939,-0.0378751262218691,0.526170599,0.107610112506299,0.394537835,0.231632087184354,0.508371326,0.140367719418442,0.203432940416147,0.421258096,0.308843208872643,0.526099966,0.252904251409101,0.175108304539557,0.26170066416154,0.0697219339916198,0.425258551044863,0.015715758614495,-0.0123730533941616,0.0193391251350227,0.0372515839311102
"98","SW_9812","1","397","13","2",10.9,6.2,8.75,1,6.85,-0.0346070220455574,0.475262913,-0.00467551776376436,0.460038701,0.0379167026408652,0.450158599,0.234013506031724,0.534647521,0.220745105631726,0.46448721,0.343541429628069,0.597822497,0.313745688704073,0.526480252,0.222576142941513,0.430011014,0.378633900847009,0.580443801,0.32127150327473,0.467563086,0.0390278648827201,0.231858954,0.137308533290724,0.45759202,0.130507325706278,0.384962479,0.346112138918848,0.530313562,0.0170616120282877,0.485866714,0.170010216293424,0.416159751,0.320802163940914,0.554554214,0.160907315365562,0.218419449322119,0.417419674,0.297545463443979,0.515576491,0.274294163219821,0.201050275582455,0.284457243653848,0.107264513833261,0.469842108815696,0.0404514885532955,0.0246240776428599,0.0150762951118925,0.00265637109764878
